5:30:32:817,0,0
5:30:34:743,0,1
5:30:36:382,0,2
5:30:38:127,0,3
5:30:39:808,0,4
5:30:41:511,0,5
5:30:43:251,0,6
5:30:44:879,0,7
5:30:46:620,0,8
5:30:48:361,0,9
5:30:50:3,0,10
5:30:51:744,0,11
5:30:53:485,0,12
5:30:55:113,0,13
5:30:56:755,0,14
5:30:58:499,0,15
5:31:0:240,0,16
5:31:1:867,0,17
5:31:3:519,0,18
5:31:5:156,0,19
5:31:6:896,0,20
5:31:8:637,0,21
5:31:10:378,0,22
5:31:12:118,0,23
5:31:13:776,0,24
5:31:15:453,0,25
5:31:17:136,0,26
5:31:18:775,0,27
5:31:20:459,0,28
5:31:22:163,0,29
5:31:23:900,0,30
5:31:25:591,0,31
