21:45:18:751,1,100,0
21:45:19:744,1,100,0
21:45:20:768,1,100,0
21:45:21:798,1,100,0
21:45:22:796,0,100,0
21:45:23:789,1,100,0
21:45:24:814,1,100,0
21:45:25:800,1,100,0
21:45:26:826,1,100,0
21:45:27:826,0,100,0
21:45:28:784,1,0,0
21:45:29:782,1,0,0
21:45:30:797,1,0,0
21:45:31:818,1,0,0
21:45:32:767,0,0,0
21:45:33:830,1,0,0
21:45:34:790,1,0,0
21:45:35:803,1,0,0
21:45:36:782,1,0,0
21:45:37:800,0,0,0
21:45:38:800,1,0,0
21:45:39:814,1,0,0
21:45:40:792,1,0,0
21:45:41:773,1,0,0
21:45:42:829,0,0,0
21:45:43:783,1,0,0
21:45:44:782,1,0,0
21:45:45:791,1,0,0
21:45:46:798,1,0,0
21:45:47:777,0,0,0
21:45:48:776,1,0,0
21:45:49:782,1,0,0
21:45:50:784,1,0,0
21:45:51:822,1,0,0
21:45:52:862,0,0,0
21:45:53:821,1,0,0
21:45:54:818,1,0,0
21:45:55:804,1,0,0
21:45:56:773,1,0,0
21:45:57:786,0,0,0
21:45:58:822,1,0,0
21:45:59:787,1,0,0
21:46:0:825,1,0,0
21:46:1:804,1,0,0
21:46:2:773,0,0,0
21:46:3:810,1,0,0
21:46:4:792,1,0,0
21:46:5:786,1,0,0
21:46:6:799,1,0,0
21:46:7:820,0,0,0
21:46:8:785,1,0,0
21:46:9:792,1,0,0
21:46:10:797,1,0,0
21:46:11:785,1,0,0
