21:7:30:627,1,0.11111111111111112,0.5555555555555556
21:7:31:617,1,0.11111111111111112,0.5555555555555556
21:7:32:619,1,0.11111111111111112,0.5555555555555556
21:7:33:619,1,0.11111111111111112,0.5555555555555556
21:7:34:619,0,0.11111111111111112,0.5555555555555556
21:7:35:621,1,0.0029296875,3.896864149305556
21:7:36:620,1,0.0029296875,3.896864149305556
21:7:37:617,1,0.0029296875,3.896864149305556
21:7:38:617,1,0.0029296875,3.896864149305556
21:7:39:616,0,0.0029296875,3.896864149305556
21:7:40:617,1,0.0029296875,3.896864149305556
21:7:41:619,1,0.0029296875,3.896864149305556
21:7:42:619,1,0.0029296875,3.896864149305556
21:7:43:618,1,0.0029296875,3.896864149305556
21:7:44:619,0,0.0029296875,3.896864149305556
21:7:45:619,1,-0.08189561631944445,3.203776041666667
