17:51:46:995,37.5,50,1
17:51:48:904,4.8828125,4.8828125,1
17:51:50:748,1.66015625,1.66015625,1
17:51:52:592,77.1484375,77.1484375,1
17:51:54:430,4.8828125,4.8828125,0.9166666666666666
17:51:56:279,1.66015625,1.66015625,0.7857142857142857
17:51:58:114,77.1484375,77.1484375,0.625
17:51:59:973,4.8828125,4.8828125,0.5882352941176471
17:52:1:805,1.66015625,1.66015625,0.5263157894736843
17:52:3:668,77.1484375,77.1484375,0.5238095238095238
17:52:5:594,4.8828125,4.8828125,0.5652173913043479
17:52:7:541,1.66015625,1.66015625,0.52
17:52:9:394,77.1484375,77.1484375,0.5185185185185186
17:52:11:346,4.8828125,4.8828125,0.48275862068965514
