21:47:37:818,1,100,0
21:47:38:829,1,100,0
21:47:39:838,1,100,0
21:47:40:840,1,100,0
21:47:41:890,0,100,0
21:47:42:897,1,100,0
21:47:43:860,1,100,0
21:47:44:902,1,100,0
21:47:45:881,1,100,0
21:47:46:878,0,100,0
21:47:47:887,1,0,0
21:47:48:904,1,0,0
21:47:49:863,1,0,0
21:47:50:874,1,0,0
21:47:51:854,0,0,0
21:47:52:854,1,0,0
21:47:53:898,1,0,0
21:47:54:859,1,0,0
21:47:55:859,1,0,0
21:47:56:923,0,0,0
21:47:57:863,1,0,0
21:47:58:839,1,0,0
21:47:59:868,1,0,0
21:48:0:905,1,0,0
21:48:1:860,0,0,0
21:48:2:908,1,0,0
21:48:3:888,1,0,0
21:48:4:851,1,0,0
