4:38:47:666,0,0
4:38:54:578,0,1
4:39:1:143,0,2
4:39:7:791,0,3
4:39:14:552,0,4
4:39:21:306,0,5
4:39:27:965,0,6
4:39:34:720,0,7
4:39:41:430,0,8
4:39:48:62,0,9
4:39:54:716,0,10
4:40:1:445,0,11
4:40:8:77,0,12
4:40:14:737,0,13
4:40:21:424,0,14
4:40:28:63,0,15
4:40:34:731,0,16
4:40:41:491,0,17
4:40:48:122,0,18
4:40:54:776,0,19
4:41:1:455,0,20
4:41:8:103,0,21
4:41:14:733,0,22
4:41:21:399,0,23
4:41:28:52,0,24
4:41:34:740,0,25
4:41:41:495,0,26
4:41:48:112,0,27
4:41:54:811,0,28
4:42:1:461,0,29
4:42:8:84,0,30
4:42:14:778,0,31
4:42:21:538,0,32
4:42:28:183,0,33
