21:40:59:630,1,3266.666666666667,0
21:41:0:628,1,3266.666666666667,0
21:41:1:632,1,3266.666666666667,0
21:41:2:632,1,3266.666666666667,0
21:41:3:623,0,3266.666666666667,0
21:41:4:641,1,3266.666666666667,0
21:41:5:632,1,3266.666666666667,0
21:41:6:623,1,3266.666666666667,0
21:41:7:622,1,3266.666666666667,0
21:41:8:624,0,3266.666666666667,0
21:41:9:621,1,3266.666666666667,0
21:41:10:622,1,3266.666666666667,0
21:41:11:630,1,3266.666666666667,0
21:41:12:623,1,3266.666666666667,0
21:41:13:624,0,3266.666666666667,0
