21:14:27:992,350,37.5,50,1
21:14:29:907,219.53125,4.8828125,4.8828125,1
21:14:31:755,206.640625,1.66015625,1.66015625,0.75
21:14:33:592,508.59375,77.1484375,77.1484375,0.5
21:14:35:436,219.53125,4.8828125,4.8828125,0.33333333333333337
21:14:37:282,206.640625,1.66015625,1.66015625,0.2857142857142857
21:14:39:122,508.59375,77.1484375,77.1484375,0.375
21:14:40:972,219.53125,4.8828125,4.8828125,0.2941176470588235
21:14:42:808,206.640625,1.66015625,1.66015625,0.3157894736842105
21:14:44:598,508.59375,77.1484375,77.1484375,0.2857142857142857
21:14:46:341,219.53125,4.8828125,4.8828125,0.21739130434782605
21:14:48:169,206.640625,1.66015625,1.66015625,0.16000000000000003
21:14:49:940,508.59375,77.1484375,77.1484375,0.15384615384615385
21:14:51:718,219.53125,4.8828125,4.8828125,0.1071428571428571
21:14:53:543,206.640625,1.66015625,1.66015625,0.16666666666666663
21:14:55:369,508.59375,77.1484375,77.1484375,0.6666666666666667
21:14:57:255,219.53125,4.8828125,4.8828125,0
21:14:59:121,206.640625,1.66015625,1.66015625,0.2857142857142857
21:15:0:949,508.59375,77.1484375,77.1484375,0.25
21:15:2:879,219.53125,4.8828125,4.8828125,0.19999999999999996
21:15:4:728,206.640625,1.66015625,1.66015625,0.33333333333333337
21:15:6:565,508.59375,77.1484375,77.1484375,0.2857142857142857
21:15:8:361,219.53125,4.8828125,4.8828125,0.3125
21:15:10:253,206.640625,1.66015625,1.66015625,0.2777777777777778
21:15:12:96,508.59375,77.1484375,77.1484375,0.25
21:15:13:942,219.53125,4.8828125,4.8828125,0.2857142857142857
21:15:15:743,206.640625,1.66015625,1.66015625,0.26086956521739135
