5:36:19:261,0,0
5:36:21:176,0,1
5:36:22:808,0,2
5:36:24:451,0,3
5:36:26:188,0,4
5:36:27:930,0,5
5:36:29:670,0,6
5:36:31:265,0,7
5:36:32:946,0,8
5:36:34:688,0,9
5:36:36:428,0,10
5:36:38:69,0,11
5:36:39:730,0,12
5:36:41:367,0,13
5:36:43:85,0,14
5:36:44:824,0,15
5:36:46:469,0,16
5:36:48:209,0,17
5:36:49:951,0,18
5:36:51:584,0,19
5:36:53:250,0,20
5:36:54:878,0,21
5:36:56:536,0,22
5:36:58:239,0,23
5:36:59:980,0,24
5:37:1:616,0,25
5:37:3:267,0,26
5:37:4:896,0,27
5:37:6:636,0,28
5:37:8:377,0,29
5:37:10:117,0,30
5:37:11:859,0,31
5:37:13:600,0,32
5:37:15:239,0,33
5:37:16:860,0,34
5:37:18:517,0,35
5:37:20:154,0,36
5:37:21:895,0,37
5:37:23:640,0,38
5:37:25:377,0,39
5:37:27:52,0,40
5:37:28:761,0,41
5:37:30:501,0,42
5:37:32:136,0,43
5:37:33:736,0,44
5:37:35:411,0,45
5:37:37:51,0,46
5:37:38:791,0,47
