21:24:9:766,5,5,3.75,0,5,5,10,1
21:24:10:767,5,5,3.75,0,5,5,10,1
21:24:11:766,-0.01673212731071194,-0.06692850924284777,-0.05744342477506409,-2.4875000000000003,238.32678726892883,-0.06692850924284777,89.99546021312976,1
21:24:12:766,-0.01673212731071194,-0.06692850924284777,-0.05744342477506409,-2.4875000000000003,238.32678726892883,-0.06692850924284777,89.99546021312976,1
21:24:13:766,-0.01673212731071194,-0.06692850924284777,-0.05744342477506409,-2.4875000000000003,238.32678726892883,-0.06692850924284777,89.99546021312976,1
21:24:14:785,-1.2604573355971347,-5.167258842476285,-1.285892271409102,-2.498081521609156,240,-5.167258842476285,90,1
21:24:15:768,-1.2604573355971347,-5.167258842476285,-1.285892271409102,-2.498081521609156,240,-5.167258842476285,90,1
21:24:16:766,-1.2604573355971347,-5.167258842476285,-1.285892271409102,-2.498081521609156,240,-5.167258842476285,90,1
21:24:17:766,-1.2604573355971347,-5.167258842476285,-1.285892271409102,-2.498081521609156,240,-5.167258842476285,90,1
21:24:18:767,-1.9477620637740225,-9.943321353122908,-1.9586277550060753,-2.498100180450705,240,-9.943321353122908,90,1
21:24:19:765,-1.9477620637740225,-9.943321353122908,-1.9586277550060753,-2.498100180450705,240,-9.943321353122908,90,1
21:24:20:764,-1.9477620637740225,-9.943321353122908,-1.9586277550060753,-2.498100180450705,240,-9.943321353122908,90,1
21:24:21:768,-1.9477620637740225,-9.943321353122908,-1.9586277550060753,-2.498100180450705,240,-9.943321353122908,90,1
21:24:22:777,-1.9477620637740225,-9.943321353122908,-1.9586277550060753,-2.498100180450705,240,-9.943321353122908,90,1
21:24:23:765,-1.9477620637740225,-9.943321353122908,-1.9586277550060753,-2.498100180450705,240,-9.943321353122908,90,1
21:24:24:770,-2.1880060313636753,-9.99951954851694,-2.1909609182576126,-2.4981002132050527,240,-9.99951954851694,90,1
21:24:25:764,-2.1880060313636753,-9.99951954851694,-2.1909609182576126,-2.4981002132050527,240,-9.99951954851694,90,0.8823529411764706
21:24:26:764,-2.1880060313636753,-9.99951954851694,-2.1909609182576126,-2.4981002132050527,240,-9.99951954851694,90,0.8888888888888888
21:24:27:773,-2.1880060313636753,-9.99951954851694,-2.1909609182576126,-2.4981002132050527,240,-9.99951954851694,90,0.8947368421052632
21:24:28:765,-2.1880060313636753,-9.99951954851694,-2.1909609182576126,-2.4981002132050527,240,-9.99951954851694,90,0.9
21:24:29:765,-2.1880060313636753,-9.99951954851694,-2.1909609182576126,-2.4981002132050527,240,-9.99951954851694,90,0.9047619047619048
21:24:30:793,-2.1880060313636753,-9.99951954851694,-2.1909609182576126,-2.4981002132050527,240,-9.99951954851694,90,0.9090909090909091
21:24:31:766,-2.1880060313636753,-9.99951954851694,-2.1909609182576126,-2.4981002132050527,240,-9.99951954851694,90,0.9130434782608695
21:24:32:765,-2.2479181653037505,-9.999545803155746,-2.248587141460898,-2.4981002132625503,240,-9.999545803155746,90,0.9166666666666666
21:24:33:773,-2.2479181653037505,-9.999545803155746,-2.248587141460898,-2.4981002132625503,240,-9.999545803155746,90,0.92
21:24:34:764,-2.2479181653037505,-9.999545803155746,-2.248587141460898,-2.4981002132625503,240,-9.999545803155746,90,0.9230769230769231
21:24:35:768,-2.2479181653037505,-9.999545803155746,-2.248587141460898,-2.4981002132625503,240,-9.999545803155746,90,0.9259259259259259
21:24:36:776,-2.2479181653037505,-9.999545803155746,-2.248587141460898,-2.4981002132625503,240,-9.999545803155746,90,0.9285714285714286
21:24:37:766,-2.2479181653037505,-9.999545803155746,-2.248587141460898,-2.4981002132625503,240,-9.999545803155746,90,0.9310344827586207
21:24:38:767,-2.2479181653037505,-9.999545803155746,-2.248587141460898,-2.4981002132625503,240,-9.999545803155746,90,0.9333333333333333
21:24:39:773,-2.2479181653037505,-9.999545803155746,-2.248587141460898,-2.4981002132625503,240,-9.999545803155746,90,0.9354838709677419
21:24:40:765,-2.2479181653037505,-9.999545803155746,-2.248587141460898,-2.4981002132625503,240,-9.999545803155746,90,0.9375
21:24:41:765,-2.2479181653037505,-9.999545803155746,-2.248587141460898,-2.4981002132625503,240,-9.999545803155746,90,0.9393939393939394
21:24:42:776,-2.2479181653037505,-9.999545803155746,-2.248587141460898,-2.4981002132625503,240,-9.999545803155746,90,0.9411764705882353
21:24:43:764,-2.2611770224504015,-9.999545815079822,-2.2613214878325545,-2.498100213262651,240,-9.999545815079822,90,0.9428571428571428
21:24:44:763,-2.2611770224504015,-9.999545815079822,-2.2613214878325545,-2.498100213262651,240,-9.999545815079822,90,0.9444444444444444
21:24:45:776,-2.2611770224504015,-9.999545815079822,-2.2613214878325545,-2.498100213262651,240,-9.999545815079822,90,0.9459459459459459
21:24:46:769,-2.2611770224504015,-9.999545815079822,-2.2613214878325545,-2.498100213262651,240,-9.999545815079822,90,0.9473684210526315
21:24:47:762,-2.2611770224504015,-9.999545815079822,-2.2613214878325545,-2.498100213262651,240,-9.999545815079822,90,0.9487179487179487
21:24:48:780,-2.2611770224504015,-9.999545815079822,-2.2613214878325545,-2.498100213262651,240,-9.999545815079822,90,0.95
21:24:49:771,-2.2611770224504015,-9.999545815079822,-2.2613214878325545,-2.498100213262651,240,-9.999545815079822,90,0.9512195121951219
21:24:50:762,-2.2611770224504015,-9.999545815079822,-2.2613214878325545,-2.498100213262651,240,-9.999545815079822,90,0.9523809523809523
21:24:51:775,-2.2611770224504015,-9.999545815079822,-2.2613214878325545,-2.498100213262651,240,-9.999545815079822,90,0.9534883720930233
21:24:52:769,-2.2611770224504015,-9.999545815079822,-2.2613214878325545,-2.498100213262651,240,-9.999545815079822,90,0.9545454545454546
21:24:53:763,-2.2611770224504015,-9.999545815079822,-2.2613214878325545,-2.498100213262651,240,-9.999545815079822,90,0.9555555555555556
21:24:54:779,-2.2611770224504015,-9.999545815079822,-2.2613214878325545,-2.498100213262651,240,-9.999545815079822,90,0.9565217391304348
21:24:55:772,-2.2611770224504015,-9.999545815079822,-2.2613214878325545,-2.498100213262651,240,-9.999545815079822,90,0.9574468085106383
