21:42:23:104,1,3266.666666666667,0
21:42:24:102,1,3266.666666666667,0
21:42:25:100,1,3266.666666666667,0
21:42:26:102,1,3266.666666666667,0
21:42:27:100,0,3266.666666666667,0
21:42:28:121,1,3266.666666666667,0
21:42:29:103,1,3266.666666666667,0
21:42:30:99,1,3266.666666666667,0
21:42:31:100,1,3266.666666666667,0
21:42:32:101,0,3266.666666666667,0
21:42:33:101,1,0,0
21:42:34:102,1,0,0
21:42:35:100,1,0,0
21:42:36:98,1,0,0
21:42:37:99,0,0,0
21:42:38:102,1,0,0
21:42:39:101,1,0,0
21:42:40:101,1,0,0
21:42:41:103,1,0,0
21:42:42:118,0,0,0
21:42:43:101,1,0,0
21:42:44:106,1,0,0
21:42:45:98,1,0,0
21:42:46:101,1,0,0
21:42:47:99,0,0,0
21:42:48:103,1,0,0
21:42:49:103,1,0,0
21:42:50:104,1,0,0
21:42:51:100,1,0,0
21:42:52:101,0,0,0
21:42:53:113,1,0,0
21:42:54:109,1,0,0
21:42:55:102,1,0,0
21:42:56:101,1,0,0
21:42:57:102,0,0,0
21:42:58:101,1,0,0
21:42:59:101,1,0,0
21:43:0:98,1,0,0
21:43:1:107,1,0,0
21:43:2:102,0,0,0
21:43:3:101,1,0,0
21:43:4:107,1,0,0
21:43:5:99,1,0,0
21:43:6:100,1,0,0
21:43:7:103,0,0,0
21:43:8:100,1,0,0
21:43:9:102,1,0,0
21:43:10:101,1,0,0
21:43:11:97,1,0,0
21:43:12:100,0,0,0
21:43:13:104,1,0,0
21:43:14:101,1,0,0
21:43:15:99,1,0,0
