1:53:12:808,1,0
1:53:13:799,1,1
1:53:14:800,1,2
1:53:15:813,1,3
1:53:16:798,1,4
1:53:17:818,0,5
1:53:18:813,1,6
1:53:19:821,1,7
1:53:20:799,1,8
1:53:21:810,1,9
1:53:22:802,0,10
1:53:23:800,1,11
1:53:24:810,1,12
1:53:25:799,1,13
1:53:26:799,1,14
1:53:27:811,0,15
1:53:28:799,1,16
1:53:29:800,1,17
1:53:30:823,1,18
1:53:31:801,1,19
1:53:32:801,0,20
1:53:33:829,1,21
1:53:34:810,1,22
1:53:35:798,1,23
1:53:36:808,1,24
1:53:37:799,0,25
1:53:38:802,1,26
1:53:39:829,1,27
1:53:40:801,1,28
1:53:41:796,1,29
1:53:42:811,0,30
1:53:43:801,1,31
1:53:44:798,1,32
1:53:45:811,1,33
1:53:46:802,1,34
1:53:47:803,0,35
1:53:48:808,1,36
1:53:49:799,1,37
1:53:50:798,1,38
1:53:51:813,1,39
1:53:52:801,0,40
1:53:53:800,1,41
1:53:54:809,1,42
1:53:55:798,1,43
1:53:56:805,1,44
1:53:57:800,0,45
1:53:58:795,1,46
1:53:59:799,1,47
1:54:0:799,1,48
1:54:1:801,1,49
1:54:2:800,0,50
1:54:3:801,1,51
1:54:4:801,1,52
1:54:5:798,1,53
1:54:6:800,1,54
1:54:7:802,0,55
1:54:8:798,1,56
1:54:9:800,1,57
1:54:10:806,1,58
1:54:11:798,1,59
1:54:12:796,0,60
1:54:13:799,1,61
1:54:14:799,1,62
1:54:15:804,1,63
1:54:16:802,1,64
1:54:17:801,0,65
1:54:18:805,1,66
1:54:19:803,1,67
1:54:20:797,1,68
