2:0:9:844,600,60,0,0.9276328130875414,200,60,0
2:0:11:686,200,60,0,0.336963318204242,200,60,0
2:0:13:534,200,60,0,0.010152798907771432,200,60,0
2:0:15:387,200,60,0,0.010099585081800828,200,60,0
2:0:17:175,200,60,0,0.010047195997216627,200,60,0
2:0:18:963,200,60,0,0.009995610584684988,200,60,0
2:0:20:796,200,60,0,0.00994480852068295,200,60,0
2:0:22:538,200,60,0,0.009894770193893617,200,60,0
2:0:24:392,200,60,0,0.009845476673433764,200,60,0
2:0:26:327,200,60,0,0.009796909678796642,200,60,0
2:0:28:96,200,60,0,0.009749051551402868,200,60,0
2:0:29:910,200,60,0,0.009701885227656809,200,60,0
2:0:31:756,200,60,0.01,0.009703317281773333,200,60,0
2:0:33:603,200,60,0.02,0.009752915253368896,418.359375,136.42578125,0.07024708474640924
2:0:35:442,418.359375,136.42578125,0,0.009705693325430344,200,60,0.07024708474640924
2:0:37:290,200,60,0,0.009659148027115164,200,60,0.07024708474640924
2:0:39:129,200,60,0.01,0.009660771156109674,200,60,0.07024708474640924
2:0:40:978,200,60,0,0.00961486356183285,418.359375,136.42578125,0.07038513643794672
2:0:42:815,418.359375,136.42578125,0,0.009569601670923371,200,60,0.07038513643794672
2:0:44:658,200,60,0.01,0.009571613838005937,200,60,0.07038513643794672
2:0:46:498,200,60,0,0.009526954751986156,418.359375,136.42578125,0.07047304524779169
2:0:48:344,418.359375,136.42578125,0,0.009482912523968547,200,60,0.07047304524779169
2:0:50:188,200,60,0,0.009439473095203203,200,60,0.07047304524779169
2:0:52:28,200,60,0,0.00939662285082518,200,60,0.07047304524779169
2:0:53:823,200,60,0,0.009354348602962628,200,60,0.07047304524779169
2:0:55:715,200,60,0,0.009312637573123232,200,60,0.07047304524779169
2:0:57:571,200,60,0.01,0.00931568274819225,200,60,0.07047304524779169
2:0:59:506,200,60,0,0.009274482500404259,418.359375,136.42578125,0.07072551749938108
2:1:1:328,418.359375,136.42578125,0,0.009233821947628965,200,60,0.07072551749938108
2:1:3:192,200,60,0,0.009193689419756224,200,60,0.07072551749938108
2:1:4:985,200,60,0,0.00915407359631789,200,60,0.07072551749938108
2:1:6:880,200,60,0,0.00911496349408267,200,60,0.07072551749938108
2:1:8:822,200,60,0,0.009076348453709523,200,60,0.07072551749938108
2:1:10:669,200,60,0,0.009038218127686374,200,60,0.07072551749938108
2:1:12:510,200,60,0,0.00900056246869924,200,60,0.07072551749938108
2:1:14:355,200,60,0.01,0.00900470160260021,200,60,0.07072551749938108
2:1:16:203,200,60,0,0.008967459935969419,418.359375,136.42578125,0.07103254006381851
2:1:18:41,418.359375,136.42578125,0,0.008930674732841355,200,60,0.07103254006381851
2:1:19:893,200,60,0,0.008894336752868598,200,60,0.07103254006381851
2:1:21:727,200,60,0,0.008858437014888716,200,60,0.07103254006381851
2:1:23:577,200,60,0,0.008822966788577871,200,60,0.07103254006381851
2:1:25:413,200,60,0,0.008787917584988455,200,60,0.07103254006381851
2:1:27:257,200,60,0,0.00875328114815,200,60,0.07103254006381851
2:1:29:103,200,60,0,0.008719049446912878,200,60,0.07103254006381851
2:1:31:52,200,60,0,0.0086852146671381,200,60,0.07103254006381851
2:1:32:886,200,60,0,0.008651769204216635,200,60,0.07103254006381851
2:1:34:744,200,60,0,0.008618705655901036,200,60,0.07103254006381851
2:1:36:687,200,60,0,0.008586016815435001,200,60,0.07103254006381851
2:1:38:523,200,60,0,0.008553695664965512,200,60,0.07103254006381851
2:1:40:365,200,60,0,0.008521735369224596,200,60,0.07103254006381851
2:1:42:211,200,60,0,0.008490129269467234,200,60,0.07103254006381851
2:1:44:88,200,60,0,0.008458870877653752,200,60,0.07103254006381851
2:1:45:997,200,60,0,0.008427953870864521,200,60,0.07103254006381851
2:1:47:790,200,60,0,0.008397372085936506,200,60,0.07103254006381851
2:1:49:588,200,60,0,0.00836711951431147,200,60,0.07103254006381851
2:1:51:425,200,60,0,0.00833719029708539,200,60,0.07103254006381851
2:1:53:268,200,60,0,0.008307578720250574,200,60,0.07103254006381851
2:1:55:110,200,60,0,0.00827827921012111,200,60,0.07103254006381851
2:1:56:954,200,60,0,0.008249286328933746,200,60,0.07103254006381851
2:1:58:801,200,60,0.01,0.00825538817438709,200,60,0.07103254006381851
