2:9:19:954,600,60,0,0.48455183507131866,200,60,0
2:9:21:790,200,60,0,0.002694531885525076,200,60,0
2:9:23:641,200,60,0,0.002693564310880174,200,60,0
2:9:25:477,200,60,0,0.002692597772283239,200,60,0.07730740222768383
2:9:27:427,200,60,0,0.0026916322678892076,200,60,0.07730836773208176
2:9:29:372,200,60,0.01,0.0026942527490082997,200,60,0.07730574725095846
2:9:31:313,200,60,0,0.00269328547332977,200,60,0.07730671452663863
2:9:33:157,200,60,0,0.0026923192331666243,200,60,0.07730768076680129
2:9:34:998,200,60,0,0.002691354026675173,200,60,0.07730864597329395
2:9:36:846,200,60,0,0.002690389852016275,200,60,0.07730961014795118
2:9:38:739,200,60,0.01,0.002693008379410961,200,60,0.07730699162055914
2:9:40:632,200,60,0,0.002692042435754811,200,60,0.07730795756421104
